! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"IEA-22-280-RWT_AF34_Coords.txt"       NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF34_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
3.000000                 Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-2.815103                alpha0      ! 0-lift angle of attack, depends on airfoil.
14.550780                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-12.529281               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
7.339754                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.893133                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.053211                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.008347                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.086239                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
200                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  0.00000000000000e+00  5.00000000000000e-02  0.00000000000000e+00
-1.77000000000000e+02  7.28253651613585e-02  5.00000000000000e-02  1.20000000000000e-01
-1.74000000000000e+02  1.45650730322718e-01  5.00000000000000e-02  2.40000000000001e-01
-1.71000000000000e+02  2.18476095484077e-01  5.00000000000000e-02  3.62601180757964e-01
-1.68000000000000e+02  2.91301460645435e-01  5.00000000000000e-02  3.93830686205473e-01
-1.65000000000000e+02  3.64126825806794e-01  5.19552390389290e-02  3.81623320612046e-01
-1.62000000000000e+02  4.36952190968152e-01  6.34777163029109e-02  3.70124434848175e-01
-1.59000000000000e+02  5.09777556129511e-01  9.67449185976211e-02  3.68360277459937e-01
-1.56000000000000e+02  5.82602921290870e-01  1.53338908734475e-01  3.91811520864774e-01
-1.53000000000000e+02  6.55428286452228e-01  2.14593692941349e-01  4.13236610073167e-01
-1.50000000000000e+02  7.29012425149569e-01  2.79843397889491e-01  4.32834005536370e-01
-1.47000000000000e+02  7.73395284933933e-01  3.49997098568212e-01  4.33524749422504e-01
-1.44000000000000e+02  7.44996978587911e-01  4.23643470505583e-01  4.31687653954456e-01
-1.41000000000000e+02  7.22007840711077e-01  4.99971932503335e-01  4.29868782799499e-01
-1.38000000000000e+02  6.97889076498682e-01  5.78077921341008e-01  4.30205736842066e-01
-1.35000000000000e+02  6.72246238037422e-01  6.57233249672347e-01  4.32120334936052e-01
-1.32000000000000e+02  6.44354902059926e-01  7.36648111024298e-01  4.34188883453075e-01
-1.29000000000000e+02  6.13795569194989e-01  8.15327560334310e-01  4.37345955099633e-01
-1.26000000000000e+02  5.80364671929209e-01  8.92486158507796e-01  4.41784857281257e-01
-1.23000000000000e+02  5.44774006066659e-01  9.67408044976128e-01  4.46662454585993e-01
-1.20000000000000e+02  5.05850140023852e-01  1.03928609791862e+00  4.51263169989664e-01
-1.17000000000000e+02  4.63803706856830e-01  1.10722247417682e+00  4.55207543689187e-01
-1.14000000000000e+02  4.18846208648688e-01  1.17059932159191e+00  4.58961029555788e-01
-1.11000000000000e+02  3.71222550283731e-01  1.22891082778898e+00  4.62750980528831e-01
-1.08000000000000e+02  3.21367359857681e-01  1.28136258679477e+00  4.63669980753814e-01
-1.05000000000000e+02  2.69681971359664e-01  1.32734588470333e+00  4.63935778718565e-01
-1.02000000000000e+02  2.16554942036804e-01  1.36656583884193e+00  4.63895613074397e-01
-9.90000000000000e+01  1.62452068631777e-01  1.39886748491259e+00  4.61957718136995e-01
-9.60000000000000e+01  1.07988634352656e-01  1.42346176269863e+00  4.58018549599323e-01
-9.30000000000000e+01  5.37395118659219e-02  1.44010432077090e+00  4.53154435541719e-01
-9.00000000000000e+01 -1.66064326845444e-16  1.44904822025923e+00  4.48272739007195e-01
-8.70000000000000e+01 -5.37395118659220e-02  1.44010432077090e+00  4.36237695779479e-01
-8.40000000000000e+01 -1.07988634352657e-01  1.42346176269863e+00  4.23481843524632e-01
-8.10000000000000e+01 -1.62452068631777e-01  1.39886748491259e+00  4.10621220835689e-01
-7.80000000000000e+01 -2.16554942036804e-01  1.36656583884193e+00  3.96169709120594e-01
-7.50000000000000e+01 -2.69681971359665e-01  1.32734588470333e+00  3.80702525596244e-01
-7.20000000000000e+01 -3.21367359857681e-01  1.28136258679477e+00  3.64869105413866e-01
-6.90000000000000e+01 -3.71222550283731e-01  1.22891082778898e+00  3.48738678613794e-01
-6.60000000000000e+01 -4.18846208648689e-01  1.17059932159191e+00  3.31417201338050e-01
-6.30000000000000e+01 -4.63803706856830e-01  1.10722247417683e+00  3.14084547592907e-01
-6.00000000000000e+01 -5.05850140023852e-01  1.03928609791862e+00  2.96798114548741e-01
-5.70000000000000e+01 -5.44774006066659e-01  9.67408044976128e-01  2.79538564173074e-01
-5.40000000000000e+01 -5.80364671929209e-01  8.92486158507796e-01  2.62259914534904e-01
-5.10000000000000e+01 -6.13795569194990e-01  8.15327560334310e-01  2.45117181833610e-01
-4.80000000000000e+01 -6.44354902059926e-01  7.36648111024297e-01  2.28223903417653e-01
-4.50000000000000e+01 -6.72246238037422e-01  6.57233249672347e-01  2.11702891577224e-01
-4.20000000000000e+01 -6.97889076498682e-01  5.78077921341007e-01  1.96918618347512e-01
-3.90000000000000e+01 -7.20422346570071e-01  5.01590533497253e-01  1.71038611877348e-01
-3.60000000000000e+01 -7.46288911916334e-01  4.22675768888586e-01  1.21294882304038e-01
-3.30000000000000e+01 -9.43321538914826e-01  2.98715783786421e-01  7.04679531254509e-02
-3.00000000000000e+01 -1.04173813029389e+00  2.26799242575658e-01  4.28606488650732e-02
-2.93939393939394e+01 -1.05264761536368e+00  2.17672899787814e-01  3.93276573920222e-02
-2.87878787878788e+01 -1.06176083485129e+00  2.08759542152541e-01  3.59241988248175e-02
-2.81818181818182e+01 -1.06889537384553e+00  1.99329389282259e-01  3.23615956355658e-02
-2.75757575757576e+01 -1.07440347080710e+00  1.89521044416867e-01  2.85891682483624e-02
-2.69696969696970e+01 -1.07961799316284e+00  1.79626745285925e-01  2.47174841316970e-02
